Time and date,II,PLETH
12:12:01.150 07/10/1995,-0.064,-0.480
12:12:01.152 07/10/1995,-0.064,-0.492
12:12:01.154 07/10/1995,-0.064,-0.492
12:12:01.156 07/10/1995,-0.064,-0.492
12:12:01.158 07/10/1995,-0.064,-0.492
12:12:01.160 07/10/1995,-0.064,-0.499
12:12:01.162 07/10/1995,-0.064,-0.499
12:12:01.164 07/10/1995,-0.064,-0.499
12:12:01.166 07/10/1995,-0.064,-0.499
12:12:01.168 07/10/1995,-0.063,-0.506
12:12:01.170 07/10/1995,-0.063,-0.506
12:12:01.172 07/10/1995,-0.061,-0.506
12:12:01.174 07/10/1995,-0.059,-0.506
12:12:01.176 07/10/1995,-0.057,-0.515
12:12:01.178 07/10/1995,-0.054,-0.515
12:12:01.180 07/10/1995,-0.050,-0.515
12:12:01.182 07/10/1995,-0.045,-0.515
12:12:01.184 07/10/1995,-0.039,-0.524
12:12:01.186 07/10/1995,-0.032,-0.524
12:12:01.188 07/10/1995,-0.025,-0.524
12:12:01.190 07/10/1995,-0.017,-0.524
12:12:01.192 07/10/1995,-0.010,-0.536
12:12:01.194 07/10/1995,-0.003,-0.536
12:12:01.196 07/10/1995,0.002,-0.536
12:12:01.198 07/10/1995,0.008,-0.536
12:12:01.200 07/10/1995,0.012,-0.545
12:12:01.202 07/10/1995,0.016,-0.545
12:12:01.204 07/10/1995,0.021,-0.545
12:12:01.206 07/10/1995,0.026,-0.545
12:12:01.208 07/10/1995,0.030,-0.552
12:12:01.210 07/10/1995,0.035,-0.552
12:12:01.212 07/10/1995,0.039,-0.552
12:12:01.214 07/10/1995,0.044,-0.552
12:12:01.216 07/10/1995,0.049,-0.564
12:12:01.218 07/10/1995,0.053,-0.564
12:12:01.220 07/10/1995,0.054,-0.564
12:12:01.222 07/10/1995,0.055,-0.564
12:12:01.224 07/10/1995,0.055,-0.573
12:12:01.226 07/10/1995,0.055,-0.573
12:12:01.228 07/10/1995,0.054,-0.573
12:12:01.230 07/10/1995,0.053,-0.573
12:12:01.232 07/10/1995,0.051,-0.580
12:12:01.234 07/10/1995,0.049,-0.580
12:12:01.236 07/10/1995,0.047,-0.580
12:12:01.238 07/10/1995,0.045,-0.580
12:12:01.240 07/10/1995,0.044,-0.592
12:12:01.242 07/10/1995,0.042,-0.592
12:12:01.244 07/10/1995,0.040,-0.592
12:12:01.246 07/10/1995,0.038,-0.592
12:12:01.248 07/10/1995,0.036,-0.599
12:12:01.250 07/10/1995,0.033,-0.599
12:12:01.252 07/10/1995,0.030,-0.599
12:12:01.254 07/10/1995,0.026,-0.599
12:12:01.256 07/10/1995,0.021,-0.599
12:12:01.258 07/10/1995,0.015,-0.599
12:12:01.260 07/10/1995,0.008,-0.599
12:12:01.262 07/10/1995,0.001,-0.599
12:12:01.264 07/10/1995,-0.008,-0.597
12:12:01.266 07/10/1995,-0.017,-0.597
12:12:01.268 07/10/1995,-0.029,-0.597
12:12:01.270 07/10/1995,-0.040,-0.597
12:12:01.272 07/10/1995,-0.050,-0.587
12:12:01.274 07/10/1995,-0.059,-0.587
12:12:01.276 07/10/1995,-0.067,-0.587
12:12:01.278 07/10/1995,-0.076,-0.587
12:12:01.280 07/10/1995,-0.083,-0.564
12:12:01.282 07/10/1995,-0.090,-0.564
12:12:01.284 07/10/1995,-0.096,-0.564
12:12:01.286 07/10/1995,-0.103,-0.564
12:12:01.288 07/10/1995,-0.108,-0.529
12:12:01.290 07/10/1995,-0.113,-0.529
12:12:01.292 07/10/1995,-0.119,-0.529
12:12:01.294 07/10/1995,-0.125,-0.529
12:12:01.296 07/10/1995,-0.131,-0.475
12:12:01.298 07/10/1995,-0.136,-0.475
12:12:01.300 07/10/1995,-0.139,-0.475
12:12:01.302 07/10/1995,-0.143,-0.475
12:12:01.304 07/10/1995,-0.143,-0.410
12:12:01.306 07/10/1995,-0.143,-0.410
12:12:01.308 07/10/1995,-0.140,-0.410
12:12:01.310 07/10/1995,-0.137,-0.410
12:12:01.312 07/10/1995,-0.133,-0.332
12:12:01.314 07/10/1995,-0.129,-0.332
12:12:01.316 07/10/1995,-0.124,-0.332
12:12:01.318 07/10/1995,-0.120,-0.332
12:12:01.320 07/10/1995,-0.115,-0.239
12:12:01.322 07/10/1995,-0.110,-0.239
12:12:01.324 07/10/1995,-0.106,-0.239
12:12:01.326 07/10/1995,-0.102,-0.239
12:12:01.328 07/10/1995,-0.097,-0.139
12:12:01.330 07/10/1995,-0.092,-0.139
12:12:01.332 07/10/1995,-0.087,-0.139
12:12:01.334 07/10/1995,-0.082,-0.139
12:12:01.336 07/10/1995,-0.078,-0.037
12:12:01.338 07/10/1995,-0.073,-0.037
12:12:01.340 07/10/1995,-0.070,-0.037
12:12:01.342 07/10/1995,-0.066,-0.037
12:12:01.344 07/10/1995,-0.062,0.056
12:12:01.346 07/10/1995,-0.057,0.056
12:12:01.348 07/10/1995,-0.054,0.056
12:12:01.350 07/10/1995,-0.051,0.056
12:12:01.352 07/10/1995,-0.048,0.146
12:12:01.354 07/10/1995,-0.045,0.146
12:12:01.356 07/10/1995,-0.043,0.146
12:12:01.358 07/10/1995,-0.040,0.146
12:12:01.360 07/10/1995,-0.037,0.221
12:12:01.362 07/10/1995,-0.035,0.221
12:12:01.364 07/10/1995,-0.033,0.221
12:12:01.366 07/10/1995,-0.031,0.221
12:12:01.368 07/10/1995,-0.029,0.276
12:12:01.370 07/10/1995,-0.027,0.276
12:12:01.372 07/10/1995,-0.025,0.276
12:12:01.374 07/10/1995,-0.023,0.276
12:12:01.376 07/10/1995,-0.021,0.316
12:12:01.378 07/10/1995,-0.019,0.316
12:12:01.380 07/10/1995,-0.018,0.316
12:12:01.382 07/10/1995,-0.016,0.316
12:12:01.384 07/10/1995,-0.015,0.339
12:12:01.386 07/10/1995,-0.014,0.339
12:12:01.388 07/10/1995,-0.013,0.339
12:12:01.390 07/10/1995,-0.013,0.339
12:12:01.392 07/10/1995,-0.013,0.344
12:12:01.394 07/10/1995,-0.013,0.344
12:12:01.396 07/10/1995,-0.014,0.344
12:12:01.398 07/10/1995,-0.015,0.344
12:12:01.400 07/10/1995,-0.016,0.334
12:12:01.402 07/10/1995,-0.016,0.334
12:12:01.404 07/10/1995,-0.015,0.334
12:12:01.406 07/10/1995,-0.014,0.334
12:12:01.408 07/10/1995,-0.011,0.316
12:12:01.410 07/10/1995,-0.008,0.316
12:12:01.412 07/10/1995,-0.002,0.316
12:12:01.414 07/10/1995,0.003,0.316
12:12:01.416 07/10/1995,0.010,0.285
12:12:01.418 07/10/1995,0.017,0.285
12:12:01.420 07/10/1995,0.025,0.285
12:12:01.422 07/10/1995,0.032,0.285
12:12:01.424 07/10/1995,0.041,0.248
12:12:01.426 07/10/1995,0.050,0.248
12:12:01.428 07/10/1995,0.059,0.248
12:12:01.430 07/10/1995,0.069,0.248
12:12:01.432 07/10/1995,0.078,0.209
12:12:01.434 07/10/1995,0.087,0.209
12:12:01.436 07/10/1995,0.095,0.209
12:12:01.438 07/10/1995,0.103,0.209
12:12:01.440 07/10/1995,0.107,0.167
12:12:01.442 07/10/1995,0.112,0.167
12:12:01.444 07/10/1995,0.117,0.167
12:12:01.446 07/10/1995,0.122,0.167
12:12:01.448 07/10/1995,0.129,0.126
12:12:01.450 07/10/1995,0.136,0.126
12:12:01.452 07/10/1995,0.141,0.126
12:12:01.454 07/10/1995,0.147,0.126
12:12:01.456 07/10/1995,0.146,0.086
12:12:01.458 07/10/1995,0.146,0.086
12:12:01.460 07/10/1995,0.138,0.086
12:12:01.462 07/10/1995,0.130,0.086
12:12:01.464 07/10/1995,0.116,0.046
12:12:01.466 07/10/1995,0.102,0.046
12:12:01.468 07/10/1995,0.088,0.046
12:12:01.470 07/10/1995,0.075,0.046
12:12:01.472 07/10/1995,0.066,0.009
12:12:01.474 07/10/1995,0.057,0.009
12:12:01.476 07/10/1995,0.055,0.009
12:12:01.478 07/10/1995,0.053,0.009
12:12:01.480 07/10/1995,0.053,-0.030
12:12:01.482 07/10/1995,0.053,-0.030
12:12:01.484 07/10/1995,0.050,-0.030
12:12:01.486 07/10/1995,0.048,-0.030
12:12:01.488 07/10/1995,0.039,-0.058
12:12:01.490 07/10/1995,0.031,-0.058
12:12:01.492 07/10/1995,0.020,-0.058
12:12:01.494 07/10/1995,0.009,-0.058
12:12:01.496 07/10/1995,-0.007,-0.090
12:12:01.498 07/10/1995,-0.023,-0.090
12:12:01.500 07/10/1995,-0.039,-0.090
12:12:01.502 07/10/1995,-0.055,-0.090
12:12:01.504 07/10/1995,-0.070,-0.118
12:12:01.506 07/10/1995,-0.084,-0.118
12:12:01.508 07/10/1995,-0.096,-0.118
12:12:01.510 07/10/1995,-0.107,-0.118
12:12:01.512 07/10/1995,-0.114,-0.144
12:12:01.514 07/10/1995,-0.122,-0.144
12:12:01.516 07/10/1995,-0.126,-0.144
12:12:01.518 07/10/1995,-0.131,-0.144
12:12:01.520 07/10/1995,-0.132,-0.170
12:12:01.522 07/10/1995,-0.133,-0.170
12:12:01.524 07/10/1995,-0.133,-0.170
12:12:01.526 07/10/1995,-0.133,-0.170
12:12:01.528 07/10/1995,-0.133,-0.195
12:12:01.530 07/10/1995,-0.133,-0.195
12:12:01.532 07/10/1995,-0.133,-0.195
12:12:01.534 07/10/1995,-0.134,-0.195
12:12:01.536 07/10/1995,-0.135,-0.221
12:12:01.538 07/10/1995,-0.136,-0.221
12:12:01.540 07/10/1995,-0.137,-0.221
12:12:01.542 07/10/1995,-0.138,-0.221
12:12:01.544 07/10/1995,-0.139,-0.246
12:12:01.546 07/10/1995,-0.140,-0.246
12:12:01.548 07/10/1995,-0.141,-0.246
12:12:01.550 07/10/1995,-0.141,-0.246
12:12:01.552 07/10/1995,-0.142,-0.267
12:12:01.554 07/10/1995,-0.143,-0.267
12:12:01.556 07/10/1995,-0.142,-0.267
12:12:01.558 07/10/1995,-0.141,-0.267
12:12:01.560 07/10/1995,-0.140,-0.287
12:12:01.562 07/10/1995,-0.138,-0.287
12:12:01.564 07/10/1995,-0.136,-0.287
12:12:01.566 07/10/1995,-0.133,-0.287
12:12:01.568 07/10/1995,-0.130,-0.306
12:12:01.570 07/10/1995,-0.126,-0.306
12:12:01.572 07/10/1995,-0.124,-0.306
12:12:01.574 07/10/1995,-0.121,-0.306
12:12:01.576 07/10/1995,-0.118,-0.323
12:12:01.578 07/10/1995,-0.114,-0.323
12:12:01.580 07/10/1995,-0.111,-0.323
12:12:01.582 07/10/1995,-0.108,-0.323
12:12:01.584 07/10/1995,-0.105,-0.337
12:12:01.586 07/10/1995,-0.103,-0.337
12:12:01.588 07/10/1995,-0.100,-0.337
12:12:01.590 07/10/1995,-0.097,-0.337
12:12:01.592 07/10/1995,-0.097,-0.348
12:12:01.594 07/10/1995,-0.096,-0.348
12:12:01.596 07/10/1995,-0.097,-0.348
12:12:01.598 07/10/1995,-0.097,-0.348
12:12:01.600 07/10/1995,-0.093,-0.352
12:12:01.602 07/10/1995,-0.090,-0.352
12:12:01.604 07/10/1995,-0.073,-0.352
12:12:01.606 07/10/1995,-0.057,-0.352
12:12:01.608 07/10/1995,-0.022,-0.359
12:12:01.610 07/10/1995,0.014,-0.359
12:12:01.612 07/10/1995,0.075,-0.359
12:12:01.614 07/10/1995,0.135,-0.359
12:12:01.616 07/10/1995,0.215,-0.366
12:12:01.618 07/10/1995,0.295,-0.366
12:12:01.620 07/10/1995,0.379,-0.366
12:12:01.622 07/10/1995,0.462,-0.366
12:12:01.624 07/10/1995,0.526,-0.366
12:12:01.626 07/10/1995,0.590,-0.366
12:12:01.628 07/10/1995,0.616,-0.366
12:12:01.630 07/10/1995,0.643,-0.366
12:12:01.632 07/10/1995,0.624,-0.336
12:12:01.634 07/10/1995,0.606,-0.336
12:12:01.636 07/10/1995,0.555,-0.336
12:12:01.638 07/10/1995,0.503,-0.336
12:12:01.640 07/10/1995,0.438,-0.338
12:12:01.642 07/10/1995,0.374,-0.338
12:12:01.644 07/10/1995,0.315,-0.338
12:12:01.646 07/10/1995,0.257,-0.338
12:12:01.648 07/10/1995,0.219,-0.338
12:12:01.650 07/10/1995,0.181,-0.338
12:12:01.652 07/10/1995,0.167,-0.338
12:12:01.654 07/10/1995,0.153,-0.338
12:12:01.656 07/10/1995,0.157,-0.340
12:12:01.658 07/10/1995,0.161,-0.340
12:12:01.660 07/10/1995,0.172,-0.340
12:12:01.662 07/10/1995,0.184,-0.340
12:12:01.664 07/10/1995,0.194,-0.340
12:12:01.666 07/10/1995,0.205,-0.340
12:12:01.668 07/10/1995,0.212,-0.340
12:12:01.670 07/10/1995,0.219,-0.340
12:12:01.672 07/10/1995,0.224,-0.344
12:12:01.674 07/10/1995,0.229,-0.344
12:12:01.676 07/10/1995,0.235,-0.344
12:12:01.678 07/10/1995,0.242,-0.344
12:12:01.680 07/10/1995,0.252,-0.347
12:12:01.682 07/10/1995,0.261,-0.347
12:12:01.684 07/10/1995,0.267,-0.347
12:12:01.686 07/10/1995,0.272,-0.347
12:12:01.688 07/10/1995,0.266,-0.351
12:12:01.690 07/10/1995,0.260,-0.351
12:12:01.692 07/10/1995,0.241,-0.351
12:12:01.694 07/10/1995,0.222,-0.351
12:12:01.696 07/10/1995,0.192,-0.351
12:12:01.698 07/10/1995,0.162,-0.351
12:12:01.700 07/10/1995,0.130,-0.351
12:12:01.702 07/10/1995,0.097,-0.351
12:12:01.704 07/10/1995,0.069,-0.358
12:12:01.706 07/10/1995,0.041,-0.358
12:12:01.708 07/10/1995,0.020,-0.358
12:12:01.710 07/10/1995,-0.001,-0.358
12:12:01.712 07/10/1995,-0.015,-0.363
12:12:01.714 07/10/1995,-0.029,-0.363
12:12:01.716 07/10/1995,-0.038,-0.363
12:12:01.718 07/10/1995,-0.048,-0.363
12:12:01.720 07/10/1995,-0.052,-0.372
12:12:01.722 07/10/1995,-0.056,-0.372
12:12:01.724 07/10/1995,-0.057,-0.372
12:12:01.726 07/10/1995,-0.057,-0.372
12:12:01.728 07/10/1995,-0.056,-0.379
12:12:01.730 07/10/1995,-0.055,-0.379
12:12:01.732 07/10/1995,-0.055,-0.379
12:12:01.734 07/10/1995,-0.055,-0.379
12:12:01.736 07/10/1995,-0.056,-0.386
12:12:01.738 07/10/1995,-0.057,-0.386
12:12:01.740 07/10/1995,-0.058,-0.386
12:12:01.742 07/10/1995,-0.059,-0.386
12:12:01.744 07/10/1995,-0.060,-0.393
12:12:01.746 07/10/1995,-0.060,-0.393
12:12:01.748 07/10/1995,-0.062,-0.393
12:12:01.750 07/10/1995,-0.064,-0.393
12:12:01.752 07/10/1995,-0.063,-0.398
12:12:01.754 07/10/1995,-0.063,-0.398
12:12:01.756 07/10/1995,-0.062,-0.398
12:12:01.758 07/10/1995,-0.060,-0.398
12:12:01.760 07/10/1995,-0.060,-0.407
12:12:01.762 07/10/1995,-0.059,-0.407
12:12:01.764 07/10/1995,-0.059,-0.407
12:12:01.766 07/10/1995,-0.059,-0.407
12:12:01.768 07/10/1995,-0.059,-0.414
12:12:01.770 07/10/1995,-0.059,-0.414
12:12:01.772 07/10/1995,-0.059,-0.414
12:12:01.774 07/10/1995,-0.059,-0.414
12:12:01.776 07/10/1995,-0.059,-0.425
12:12:01.778 07/10/1995,-0.058,-0.425
12:12:01.780 07/10/1995,-0.056,-0.425
12:12:01.782 07/10/1995,-0.054,-0.425
12:12:01.784 07/10/1995,-0.050,-0.432
12:12:01.786 07/10/1995,-0.046,-0.432
12:12:01.788 07/10/1995,-0.043,-0.432
12:12:01.790 07/10/1995,-0.039,-0.432
12:12:01.792 07/10/1995,-0.037,-0.442
12:12:01.794 07/10/1995,-0.035,-0.442
12:12:01.796 07/10/1995,-0.033,-0.442
12:12:01.798 07/10/1995,-0.031,-0.442
12:12:01.800 07/10/1995,-0.029,-0.453
12:12:01.802 07/10/1995,-0.027,-0.453
12:12:01.804 07/10/1995,-0.025,-0.453
12:12:01.806 07/10/1995,-0.023,-0.453
12:12:01.808 07/10/1995,-0.021,-0.465
12:12:01.810 07/10/1995,-0.018,-0.465
12:12:01.812 07/10/1995,-0.015,-0.465
12:12:01.814 07/10/1995,-0.011,-0.465
12:12:01.816 07/10/1995,-0.006,-0.471
12:12:01.818 07/10/1995,-0.001,-0.471
12:12:01.820 07/10/1995,0.004,-0.471
12:12:01.822 07/10/1995,0.009,-0.471
12:12:01.824 07/10/1995,0.013,-0.481
12:12:01.826 07/10/1995,0.017,-0.481
12:12:01.828 07/10/1995,0.021,-0.481
12:12:01.830 07/10/1995,0.025,-0.481
12:12:01.832 07/10/1995,0.027,-0.492
12:12:01.834 07/10/1995,0.029,-0.492
12:12:01.836 07/10/1995,0.031,-0.492
12:12:01.838 07/10/1995,0.033,-0.492
12:12:01.840 07/10/1995,0.037,-0.499
12:12:01.842 07/10/1995,0.040,-0.499
12:12:01.844 07/10/1995,0.044,-0.499
12:12:01.846 07/10/1995,0.048,-0.499
12:12:01.848 07/10/1995,0.050,-0.511
12:12:01.850 07/10/1995,0.052,-0.511
12:12:01.852 07/10/1995,0.053,-0.511
12:12:01.854 07/10/1995,0.054,-0.511
12:12:01.856 07/10/1995,0.053,-0.515
12:12:01.858 07/10/1995,0.052,-0.515
12:12:01.860 07/10/1995,0.049,-0.515
12:12:01.862 07/10/1995,0.045,-0.515
12:12:01.864 07/10/1995,0.041,-0.520
12:12:01.866 07/10/1995,0.037,-0.520
12:12:01.868 07/10/1995,0.031,-0.520
12:12:01.870 07/10/1995,0.026,-0.520
12:12:01.872 07/10/1995,0.021,-0.520
12:12:01.874 07/10/1995,0.016,-0.520
12:12:01.876 07/10/1995,0.010,-0.520
12:12:01.878 07/10/1995,0.004,-0.520
12:12:01.880 07/10/1995,-0.003,-0.518
12:12:01.882 07/10/1995,-0.011,-0.518
12:12:01.884 07/10/1995,-0.020,-0.518
12:12:01.886 07/10/1995,-0.029,-0.518
12:12:01.888 07/10/1995,-0.040,-0.504
12:12:01.890 07/10/1995,-0.051,-0.504
12:12:01.892 07/10/1995,-0.062,-0.504
12:12:01.894 07/10/1995,-0.073,-0.504
12:12:01.896 07/10/1995,-0.084,-0.483
12:12:01.898 07/10/1995,-0.095,-0.483
12:12:01.900 07/10/1995,-0.103,-0.483
12:12:01.902 07/10/1995,-0.111,-0.483
12:12:01.904 07/10/1995,-0.118,-0.449
12:12:01.906 07/10/1995,-0.125,-0.449
12:12:01.908 07/10/1995,-0.132,-0.449
12:12:01.910 07/10/1995,-0.138,-0.449
12:12:01.912 07/10/1995,-0.143,-0.400
12:12:01.914 07/10/1995,-0.147,-0.400
12:12:01.916 07/10/1995,-0.148,-0.400
12:12:01.918 07/10/1995,-0.150,-0.400
12:12:01.920 07/10/1995,-0.147,-0.336
12:12:01.922 07/10/1995,-0.145,-0.336
12:12:01.924 07/10/1995,-0.140,-0.336
12:12:01.926 07/10/1995,-0.136,-0.336
12:12:01.928 07/10/1995,-0.130,-0.257
12:12:01.930 07/10/1995,-0.124,-0.257
12:12:01.932 07/10/1995,-0.119,-0.257
12:12:01.934 07/10/1995,-0.113,-0.257
12:12:01.936 07/10/1995,-0.109,-0.169
12:12:01.938 07/10/1995,-0.105,-0.169
12:12:01.940 07/10/1995,-0.101,-0.169
12:12:01.942 07/10/1995,-0.097,-0.169
12:12:01.944 07/10/1995,-0.093,-0.071
12:12:01.946 07/10/1995,-0.090,-0.071
12:12:01.948 07/10/1995,-0.085,-0.071
12:12:01.950 07/10/1995,-0.081,-0.071
12:12:01.952 07/10/1995,-0.077,0.028
12:12:01.954 07/10/1995,-0.073,0.028
12:12:01.956 07/10/1995,-0.069,0.028
12:12:01.958 07/10/1995,-0.065,0.028
12:12:01.960 07/10/1995,-0.059,0.125
12:12:01.962 07/10/1995,-0.054,0.125
12:12:01.964 07/10/1995,-0.050,0.125
12:12:01.966 07/10/1995,-0.045,0.125
12:12:01.968 07/10/1995,-0.042,0.210
12:12:01.970 07/10/1995,-0.039,0.210
12:12:01.972 07/10/1995,-0.037,0.210
12:12:01.974 07/10/1995,-0.035,0.210
12:12:01.976 07/10/1995,-0.033,0.284
12:12:01.978 07/10/1995,-0.031,0.284
12:12:01.980 07/10/1995,-0.030,0.284
12:12:01.982 07/10/1995,-0.028,0.284
12:12:01.984 07/10/1995,-0.027,0.344
12:12:01.986 07/10/1995,-0.026,0.344
12:12:01.988 07/10/1995,-0.025,0.344
12:12:01.990 07/10/1995,-0.025,0.344
12:12:01.992 07/10/1995,-0.024,0.384
12:12:01.994 07/10/1995,-0.023,0.384
12:12:01.996 07/10/1995,-0.022,0.384
12:12:01.998 07/10/1995,-0.022,0.384
12:12:02.000 07/10/1995,-0.022,0.403
12:12:02.002 07/10/1995,-0.022,0.403
12:12:02.004 07/10/1995,-0.022,0.403
12:12:02.006 07/10/1995,-0.022,0.403
12:12:02.008 07/10/1995,-0.022,0.409
12:12:02.010 07/10/1995,-0.023,0.409
12:12:02.012 07/10/1995,-0.023,0.409
12:12:02.014 07/10/1995,-0.024,0.409
12:12:02.016 07/10/1995,-0.024,0.400
12:12:02.018 07/10/1995,-0.024,0.400
12:12:02.020 07/10/1995,-0.023,0.400
12:12:02.022 07/10/1995,-0.023,0.400
12:12:02.024 07/10/1995,-0.021,0.377
12:12:02.026 07/10/1995,-0.018,0.377
12:12:02.028 07/10/1995,-0.014,0.377
12:12:02.030 07/10/1995,-0.010,0.377
12:12:02.032 07/10/1995,-0.003,0.344
12:12:02.034 07/10/1995,0.003,0.344
12:12:02.036 07/10/1995,0.011,0.344
12:12:02.038 07/10/1995,0.019,0.344
12:12:02.040 07/10/1995,0.030,0.303
12:12:02.042 07/10/1995,0.040,0.303
12:12:02.044 07/10/1995,0.052,0.303
12:12:02.046 07/10/1995,0.065,0.303
12:12:02.048 07/10/1995,0.076,0.262
12:12:02.050 07/10/1995,0.087,0.262
12:12:02.052 07/10/1995,0.095,0.262
12:12:02.054 07/10/1995,0.103,0.262
12:12:02.056 07/10/1995,0.106,0.215
12:12:02.058 07/10/1995,0.109,0.215
12:12:02.060 07/10/1995,0.113,0.215
12:12:02.062 07/10/1995,0.117,0.215
12:12:02.064 07/10/1995,0.123,0.169
12:12:02.066 07/10/1995,0.129,0.169
12:12:02.068 07/10/1995,0.136,0.169
12:12:02.070 07/10/1995,0.143,0.169
12:12:02.072 07/10/1995,0.145,0.122
12:12:02.074 07/10/1995,0.148,0.122
12:12:02.076 07/10/1995,0.142,0.122
12:12:02.078 07/10/1995,0.136,0.122
12:12:02.080 07/10/1995,0.121,0.081
12:12:02.082 07/10/1995,0.107,0.081
12:12:02.084 07/10/1995,0.092,0.081
12:12:02.086 07/10/1995,0.077,0.081
12:12:02.088 07/10/1995,0.067,0.042
12:12:02.090 07/10/1995,0.057,0.042
12:12:02.092 07/10/1995,0.053,0.042
12:12:02.094 07/10/1995,0.050,0.042
12:12:02.096 07/10/1995,0.049,0.007
12:12:02.098 07/10/1995,0.048,0.007
12:12:02.100 07/10/1995,0.044,0.007
12:12:02.102 07/10/1995,0.041,0.007
12:12:02.104 07/10/1995,0.033,-0.028
12:12:02.106 07/10/1995,0.026,-0.028
12:12:02.108 07/10/1995,0.014,-0.028
12:12:02.110 07/10/1995,0.002,-0.028
12:12:02.112 07/10/1995,-0.012,-0.053
12:12:02.114 07/10/1995,-0.027,-0.053
12:12:02.116 07/10/1995,-0.042,-0.053
12:12:02.118 07/10/1995,-0.057,-0.053
12:12:02.120 07/10/1995,-0.071,-0.081
12:12:02.122 07/10/1995,-0.084,-0.081
12:12:02.124 07/10/1995,-0.094,-0.081
12:12:02.126 07/10/1995,-0.104,-0.081
12:12:02.128 07/10/1995,-0.110,-0.102
12:12:02.130 07/10/1995,-0.117,-0.102
12:12:02.132 07/10/1995,-0.120,-0.102
12:12:02.134 07/10/1995,-0.124,-0.102
12:12:02.136 07/10/1995,-0.126,-0.122
12:12:02.138 07/10/1995,-0.127,-0.122
12:12:02.140 07/10/1995,-0.129,-0.122
12:12:02.142 07/10/1995,-0.131,-0.122
12:12:02.144 07/10/1995,-0.131,-0.110
12:12:02.146 07/10/1995,-0.132,-0.110
12:12:02.148 07/10/1995,-0.131,-0.110
12:12:02.150 07/10/1995,-0.131,-0.110
12:12:02.152 07/10/1995,-0.131,-0.128
12:12:02.154 07/10/1995,-0.132,-0.128
12:12:02.156 07/10/1995,-0.133,-0.128
12:12:02.158 07/10/1995,-0.135,-0.128
12:12:02.160 07/10/1995,-0.137,-0.147
12:12:02.162 07/10/1995,-0.139,-0.147
12:12:02.164 07/10/1995,-0.140,-0.147
12:12:02.166 07/10/1995,-0.141,-0.147
12:12:02.168 07/10/1995,-0.140,-0.164
12:12:02.170 07/10/1995,-0.138,-0.164
12:12:02.172 07/10/1995,-0.136,-0.164
12:12:02.174 07/10/1995,-0.133,-0.164
12:12:02.176 07/10/1995,-0.129,-0.179
12:12:02.178 07/10/1995,-0.125,-0.179
12:12:02.180 07/10/1995,-0.122,-0.179
12:12:02.182 07/10/1995,-0.119,-0.179
12:12:02.184 07/10/1995,-0.117,-0.194
12:12:02.186 07/10/1995,-0.114,-0.194
12:12:02.188 07/10/1995,-0.114,-0.194
12:12:02.190 07/10/1995,-0.113,-0.194
12:12:02.192 07/10/1995,-0.112,-0.210
12:12:02.194 07/10/1995,-0.111,-0.210
12:12:02.196 07/10/1995,-0.110,-0.210
12:12:02.198 07/10/1995,-0.109,-0.210
12:12:02.200 07/10/1995,-0.108,-0.222
12:12:02.202 07/10/1995,-0.107,-0.222
12:12:02.204 07/10/1995,-0.105,-0.222
12:12:02.206 07/10/1995,-0.104,-0.222
12:12:02.208 07/10/1995,-0.103,-0.235
12:12:02.210 07/10/1995,-0.102,-0.235
12:12:02.212 07/10/1995,-0.100,-0.235
12:12:02.214 07/10/1995,-0.098,-0.235
12:12:02.216 07/10/1995,-0.093,-0.240
12:12:02.218 07/10/1995,-0.089,-0.240
12:12:02.220 07/10/1995,-0.073,-0.240
12:12:02.222 07/10/1995,-0.058,-0.240
12:12:02.224 07/10/1995,-0.023,-0.247
12:12:02.226 07/10/1995,0.012,-0.247
12:12:02.228 07/10/1995,0.073,-0.247
12:12:02.230 07/10/1995,0.135,-0.247
12:12:02.232 07/10/1995,0.218,-0.252
12:12:02.234 07/10/1995,0.300,-0.252
12:12:02.236 07/10/1995,0.386,-0.252
12:12:02.238 07/10/1995,0.471,-0.252
12:12:02.240 07/10/1995,0.536,-0.257
12:12:02.242 07/10/1995,0.600,-0.257
12:12:02.244 07/10/1995,0.626,-0.257
12:12:02.246 07/10/1995,0.651,-0.257
12:12:02.248 07/10/1995,0.633,-0.262
12:12:02.250 07/10/1995,0.614,-0.262
12:12:02.252 07/10/1995,0.562,-0.262
12:12:02.254 07/10/1995,0.510,-0.262
12:12:02.256 07/10/1995,0.444,-0.264
12:12:02.258 07/10/1995,0.379,-0.264
12:12:02.260 07/10/1995,0.322,-0.264
12:12:02.262 07/10/1995,0.265,-0.264
12:12:02.264 07/10/1995,0.227,-0.266
12:12:02.266 07/10/1995,0.190,-0.266
12:12:02.268 07/10/1995,0.175,-0.266
12:12:02.270 07/10/1995,0.160,-0.266
12:12:02.272 07/10/1995,0.162,-0.269
12:12:02.274 07/10/1995,0.164,-0.269
12:12:02.276 07/10/1995,0.173,-0.269
12:12:02.278 07/10/1995,0.183,-0.269
12:12:02.280 07/10/1995,0.191,-0.276
12:12:02.282 07/10/1995,0.200,-0.276
12:12:02.284 07/10/1995,0.204,-0.276
12:12:02.286 07/10/1995,0.208,-0.276
12:12:02.288 07/10/1995,0.213,-0.278
12:12:02.290 07/10/1995,0.217,-0.278
12:12:02.292 07/10/1995,0.226,-0.278
12:12:02.294 07/10/1995,0.234,-0.278
12:12:02.296 07/10/1995,0.247,-0.280
